"2014-06-30", "NaN-NaN-NaN", 0.02 
"2014-09-30", "NaN-NaN-NaN", 0.01 
"2014-12-31", "NaN-NaN-NaN", 0.02 
"2015-03-31", "NaN-NaN-NaN", 0.02 
"2015-06-30", "2015-08-20 ", 0.01 
"2015-09-30", "NaN-NaN-NaN", 0.01 
"2015-12-31", "2016-02-16 ", 0.01 
"2016-03-31", "2016-05-18 ", 0.01 
"2016-06-30", "2016-08-18 ", 0.01 
"2016-09-30", "NaN-NaN-NaN", 0.01 
"2016-12-31", "2017-02-14 ", 0.02 
"2017-03-31", "2017-05-16 ", 0.02 
"2017-06-30", "2017-08-16 ", 0.02 
"2017-09-30", "2017-11-21 ", 0.02 
"2017-12-31", "NaN-NaN-NaN", 0.02 
"2018-03-31", "2018-05-16 ", 0.02 
"2018-06-30", "NaN-NaN-NaN", 0.02 
"2018-09-30", "2018-11-12 ", 0.02 
"2018-12-31", "2019-02-14 ", 0.02 
"2019-03-31", "2019-05-14 ", 0.03 
"2019-06-30", "2019-08-15 ", 0.03 
