"2014-09-30", "NaN-NaN-NaN", NaN 
"2014-12-31", "2015-02-04 ", 4.54 
"2015-03-31", "2015-04-23 ", 4.69 
"2015-06-30", "2015-08-26 ", 4.47 
"2015-09-30", "NaN-NaN-NaN", 4.25 
"2015-12-31", "2016-02-16 ", 3.71 
"2016-03-31", "2016-04-26 ", 2.16 
"2016-06-30", "2016-08-24 ", 3.83 
"2016-09-30", "2016-10-17 ", 3.40 
"2016-12-31", "2017-02-17 ", 3.58 
"2017-03-31", "2017-04-21 ", 4.09 
"2017-06-30", "2017-09-15 ", 3.77 
"2017-09-30", "NaN-NaN-NaN", 3.95 
"2017-12-31", "2018-02-19 ", 4.57 
"2018-03-31", "NaN-NaN-NaN", 4.84 
"2018-06-30", "2018-09-07 ", 5.10 
"2018-09-30", "NaN-NaN-NaN", 5.60 
"2018-12-31", "2019-02-22 ", 6.98 
"2019-03-31", "2019-04-25 ", 6.62 
"2019-06-30", "2019-09-18 ", 7.69 
"2019-09-30", "2019-10-25 ", 6.35 
